EmployeeID,Branch,Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,EnvironmentSatisfaction,ChurnLikelihood,ChurnLikelihood_
813,Los Angeles,4.0,71500.0,Sales,2.0,3.0,Long,Divorced,Bachelor,3.333333333333333,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
814,Los Angeles,5.0,64500.0,Operations,4.0,4.0,Short,Married,Bachelor,3.0,30.0,False,3.0,0.0,2.0,Highly Likely to Churn,1
815,San Francisco,10.0,65000.0,Operations,3.0,3.0,Medium,Single,Bachelor,3.333333333333333,30.0,True,4.0,4.0,3.0,Moderately Likely to Churn,2
816,Boston,10.0,73500.0,Public Relations,4.0,3.5,Long,Single,Bachelor,3.333333333333333,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
817,Los Angeles,7.0,66000.0,Quality Assurance,2.0,4.0,Medium,Single,Bachelor,3.0,36.0,True,3.0,1.0,3.0,Moderately Likely to Churn,2
818,Scranton,6.0,60500.0,Research and Development,4.0,3.0,Short,Single,Master,4.0,30.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
819,Chicago,14.0,57500.0,Facilities Management,1.0,4.0,Long,Single,High School,3.333333333333333,24.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
820,Atlanta,8.0,67500.0,Operations,3.0,4.5,Long,Married,Bachelor,3.333333333333333,24.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
821,Philadelphia,1.0,68000.0,Quality Assurance,4.0,3.5,Medium,Married,Bachelor,3.333333333333333,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
822,Boston,2.0,51500.0,Operations,2.0,3.0,Short,Single,Bachelor,3.0,24.0,True,3.0,0.0,2.7804985786920717,Highly Likely to Churn,1
823,Dallas,7.0,62000.0,Customer Service,5.0,4.0,Long,Married,High School,3.333333333333333,88.0,False,4.0,0.0,2.0,Highly Likely to Churn,1
824,Denver,6.0,59000.0,Customer Service,5.0,4.0,Medium,Married,Bachelor,4.0,12.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
825,Atlanta,6.0,60500.0,Public Relations,5.0,4.5,Long,Married,High School,4.333333333333333,32.0,False,4.0,0.0,2.0,Highly Likely to Churn,1
826,Los Angeles,5.0,69500.0,Marketing,5.0,3.5,Long,Single,Bachelor,3.0,12.0,True,3.0,0.0,1.0,Highly Likely to Churn,1
827,New York,9.0,75000.0,Sales,5.0,4.5,Short,Single,High School,4.333333333333333,24.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
828,New York,5.0,58000.0,Human Resources,1.0,4.0,Medium,Married,High School,3.6666666666666665,80.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
829,Boston,11.0,73000.0,Legal,3.0,4.0,Long,Married,Bachelor,3.0,12.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
830,Chicago,12.0,79500.0,Sales,4.0,4.0,Medium,Single,Bachelor,3.0,30.0,True,3.0,6.0,2.0,Highly Likely to Churn,1
831,Chicago,8.0,56000.0,Administration,3.0,4.5,Short,Married,High School,4.0,40.0,True,5.0,2.0,3.0,Moderately Likely to Churn,2
832,Miami,4.0,62000.0,Procurement,5.0,3.5,Medium,Married,Bachelor,3.333333333333333,30.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
833,Los Angeles,11.0,66500.0,Marketing,2.0,3.5,Medium,Married,High School,3.333333333333333,32.0,True,4.0,3.0,2.0,Highly Likely to Churn,1
834,Miami,1.0,49000.0,Research and Development,4.0,3.5,Long,Divorced,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
835,Dallas,9.0,58000.0,Operations,5.0,4.5,Medium,Married,Bachelor,4.0,6.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
836,Los Angeles,9.0,57000.0,Facilities Management,3.0,4.0,Medium,Married,High School,3.6666666666666665,30.0,True,3.0,2.0,1.0,Highly Likely to Churn,1
837,Atlanta,8.0,59000.0,Facilities Management,4.0,4.0,Long,Single,Bachelor,3.333333333333333,30.0,True,3.0,1.0,3.0,Highly Likely to Churn,1
838,Scranton,1.0,53500.0,Accounting,4.0,3.876567148311009,Medium,Single,Bachelor,3.760919873644019,30.66269760456148,True,3.822366175570392,0.0,2.847737301066017,Moderately Likely to Churn,2
839,Los Angeles,7.0,72000.0,Customer Service,3.0,2.5,Medium,Single,Master,3.0,12.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
840,Atlanta,6.0,68000.0,Sales,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,36.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
841,Boston,4.0,59500.0,Procurement,5.0,4.0,Medium,Married,Bachelor,4.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
842,New York,3.0,68000.0,Research and Development,2.0,4.0,Short,Married,Bachelor,3.333333333333333,6.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
843,Scranton,15.0,66000.0,Legal,4.0,4.356252186325421,Medium,Married,Bachelor,2.959851895031827,23.802884612442103,True,3.42871085133662,5.0,2.33406133637484,Highly Likely to Churn,1
844,Denver,12.0,73000.0,Research and Development,2.0,4.0,Short,Divorced,Bachelor,3.333333333333333,18.0,True,0.0,3.0,2.0,Highly Likely to Churn,1
845,New York,4.0,64000.0,Operations,4.0,3.5,Long,Married,Bachelor,3.6666666666666665,36.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
846,New York,8.0,67000.0,Accounting,4.0,4.0,Medium,Married,High School,3.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
847,Dallas,6.0,58000.0,Accounting,4.0,3.0,Medium,Divorced,High School,2.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
848,Seattle,8.0,66500.0,Marketing,4.0,3.5,Long,Divorced,Bachelor,3.0,12.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
849,San Francisco,13.0,73500.0,Research and Development,3.0,3.5,Short,Single,High School,3.0,48.0,True,3.0,6.0,2.7804985786920717,Highly Likely to Churn,1
850,New York,5.0,68000.0,Research and Development,3.0,3.5,Long,Married,Bachelor,3.333333333333333,30.0,True,2.0,0.0,1.0,Highly Likely to Churn,1
851,Philadelphia,8.0,76000.0,IT Support,3.0,4.0,Medium,Divorced,High School,4.0,56.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
852,Los Angeles,1.0,64000.0,Quality Assurance,5.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,18.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
853,Seattle,6.0,62000.0,Legal,3.0,4.0,Medium,Married,Bachelor,3.0,24.0,True,2.0,0.0,2.0,Highly Likely to Churn,1
854,Denver,6.0,74000.0,Sales,4.0,5.0,Medium,Married,Bachelor,4.0,18.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
855,Seattle,1.0,47500.0,Operations,4.0,3.0,Short,Divorced,High School,3.0,96.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
856,Chicago,4.0,58500.0,Legal,5.0,3.5,Short,Married,High School,3.6666666666666665,56.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
857,Boston,22.0,70500.0,Customer Service,3.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,6.0,True,3.0,16.0,2.0,Highly Likely to Churn,1
858,Atlanta,8.0,65000.0,Accounting,3.0,4.0,Short,Married,High School,3.6666666666666665,56.0,True,3.0,0.0,3.0,Highly Likely to Churn,1
859,Denver,9.0,72500.0,Human Resources,3.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,2.0,3.0,Highly Likely to Churn,1
860,Chicago,5.0,64500.0,Customer Service,2.0,3.5,Medium,Single,Bachelor,3.0,24.0,True,2.0,0.0,1.0,Highly Likely to Churn,1
861,Dallas,5.0,67500.0,Sales,3.0,3.5,Short,Married,Bachelor,3.0,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
862,Los Angeles,4.0,76500.0,Marketing,3.0,4.0,Medium,Single,Bachelor,3.333333333333333,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
863,Scranton,10.0,54500.0,Research and Development,2.0,3.0,Medium,Married,High School,4.0,32.0,True,4.0,3.0,3.0,Moderately Likely to Churn,2
864,Chicago,6.0,68000.0,Research and Development,4.0,4.0,Short,Divorced,Master,4.0,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
865,Scranton,4.0,47500.0,Customer Service,4.0,4.0,Short,Married,High School,3.6666666666666665,72.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
866,Chicago,6.0,77000.0,Sales,2.0,4.0,Short,Married,Master,4.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
867,Atlanta,13.0,65500.0,Accounting,3.0,3.552094195057474,Medium,Single,High School,3.072083636608068,47.141701050324286,True,4.731953972867365,4.0,2.8048730690259323,Highly Likely to Churn,1
868,Seattle,7.0,66000.0,IT Support,2.0,4.5,Long,Married,Master,3.6666666666666665,30.0,True,3.0,1.0,1.0,Highly Likely to Churn,1
869,Philadelphia,6.0,69000.0,Product Management,4.0,3.5,Long,Married,Bachelor,3.6666666666666665,6.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
870,San Francisco,6.0,64500.0,Research and Development,5.0,4.0,Medium,Married,Bachelor,4.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
871,Los Angeles,4.0,75500.0,Marketing,4.0,3.5,Medium,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
872,Seattle,5.0,59000.0,IT Support,4.0,4.0,Short,Married,Bachelor,3.333333333333333,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
873,Miami,9.0,58500.0,Operations,4.0,4.0,Short,Divorced,High School,4.0,56.0,True,5.0,1.0,4.0,Highly Likely to Churn,1
874,Miami,6.0,62000.0,Quality Assurance,5.0,4.922936456568026,Short,Divorced,Bachelor,3.1437988299954007,23.44708398976447,True,3.072883126403324,0.0,2.7817437173118096,Highly Likely to Churn,1
875,Philadelphia,6.0,69000.0,Marketing,3.0,3.5,Medium,Married,Bachelor,3.333333333333333,18.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
876,New York,13.0,83500.0,Accounting,4.0,4.0,Long,Divorced,Bachelor,3.333333333333333,24.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
877,New York,14.0,82000.0,Accounting,4.0,3.5,Medium,Divorced,Bachelor,3.333333333333333,18.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
878,Chicago,19.0,80000.0,Accounting,3.0,4.0,Medium,Divorced,Bachelor,3.333333333333333,36.0,True,4.0,6.0,3.0,Moderately Likely to Churn,2
879,Scranton,10.0,65500.0,IT Support,5.0,3.5,Medium,Married,Bachelor,3.6666666666666665,30.0,True,3.0,3.0,3.0,Moderately Likely to Churn,2
880,Scranton,7.0,47500.0,Procurement,2.0,3.0,Long,Married,High School,3.333333333333333,40.0,True,3.0,1.0,3.0,Moderately Likely to Churn,2
881,Seattle,9.0,69000.0,Legal,3.0,3.5,Medium,Married,Bachelor,3.6666666666666665,24.0,True,3.0,2.0,3.0,Moderately Likely to Churn,2
882,San Francisco,2.0,67500.0,Legal,5.0,4.0,Short,Single,High School,3.333333333333333,80.0,True,0.0,0.0,2.0,Highly Likely to Churn,1
883,Boston,5.0,73500.0,Sales,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
884,Los Angeles,7.0,57000.0,Facilities Management,4.0,3.5,Medium,Married,High School,3.6666666666666665,88.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
885,Atlanta,9.0,74500.0,Procurement,3.0,4.5,Long,Divorced,Bachelor,4.0,18.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
886,Scranton,16.0,68500.0,Research and Development,5.0,3.5,Short,Married,Bachelor,3.333333333333333,30.0,True,4.0,7.0,3.0,Moderately Likely to Churn,2
887,Chicago,8.0,63500.0,Operations,4.0,4.0,Long,Married,Bachelor,3.333333333333333,30.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
888,Los Angeles,4.0,75000.0,Sales,2.0,3.5,Short,Married,Bachelor,3.333333333333333,18.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
889,Boston,2.0,61000.0,Public Relations,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
890,Seattle,6.0,61500.0,Operations,3.0,4.0,Medium,Divorced,High School,3.333333333333333,32.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
891,Philadelphia,3.0,60500.0,IT Support,4.0,3.5,Long,Married,Bachelor,3.333333333333333,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
892,Dallas,7.0,53000.0,Operations,5.0,3.5,Short,Single,High School,2.6666666666666665,40.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
893,Seattle,5.0,60000.0,Operations,2.0,3.5,Long,Married,Bachelor,3.0,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
894,Miami,3.0,48500.0,Human Resources,4.0,4.0,Medium,Divorced,High School,3.6666666666666665,72.0,True,4.0,0.0,3.0,Highly Likely to Churn,1
895,Boston,7.0,64000.0,Administration,3.0,4.5,Medium,Married,High School,4.0,56.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
896,Seattle,7.0,67000.0,Human Resources,4.0,3.5,Long,Married,Bachelor,3.0,18.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
897,Chicago,10.0,70500.0,Marketing,5.0,4.0,Medium,Divorced,Bachelor,4.0,18.0,True,0.0,3.0,2.0,Highly Likely to Churn,1
898,Atlanta,3.0,66500.0,Public Relations,4.0,3.5,Long,Single,Master,3.333333333333333,30.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
899,Scranton,8.0,59000.0,Accounting,5.0,4.0,Medium,Married,High School,3.333333333333333,32.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
900,Seattle,7.0,57000.0,Customer Service,4.0,2.313906858536217,Medium,Single,High School,3.23696640781767,48.81739543026333,True,2.966423503588543,1.0,1.9760069802501916,Highly Likely to Churn,1
901,Miami,4.0,62000.0,Sales,5.0,4.0,Medium,Married,Bachelor,3.363191745340679,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
902,New York,5.0,80000.0,Human Resources,4.0,3.0,Medium,Single,High School,3.333333333333333,80.0,True,3.0,0.0,1.0,Highly Likely to Churn,1
903,Dallas,8.0,66000.0,Sales,4.0,4.0,Short,Single,High School,3.333333333333333,56.0,True,3.0,1.0,3.0,Moderately Likely to Churn,2
904,Los Angeles,3.0,62500.0,Research and Development,3.0,3.5,Short,Single,Bachelor,3.6666666666666665,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
905,Boston,5.0,70500.0,Sales,5.0,4.0,Short,Married,High School,4.0,72.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
906,Philadelphia,5.0,60000.0,Operations,3.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,2.7804985786920717,Moderately Likely to Churn,2
907,Los Angeles,9.0,66000.0,Research and Development,4.0,3.5,Medium,Married,High School,3.333333333333333,30.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
908,Philadelphia,8.0,67000.0,Operations,3.0,3.0,Short,Married,High School,4.0,64.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
909,New York,10.0,65000.0,Operations,2.0,4.93717195434281,Medium,Married,High School,4.0602697970900845,30.0,True,3.5950887839803,4.0,2.583496320297024,Highly Likely to Churn,1
910,New York,3.0,70000.0,Operations,5.0,3.0,Long,Single,Master,3.333333333333333,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
911,Los Angeles,7.0,80000.0,Sales,4.0,4.0,Short,Married,Master,3.6666666666666665,12.0,False,5.0,1.0,4.0,Slightly Likely to Churn,3
912,Los Angeles,2.0,66000.0,Human Resources,5.0,3.5,Long,Married,Bachelor,3.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
913,Denver,5.0,68000.0,IT Support,5.0,4.0,Long,Divorced,Master,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
914,Denver,11.0,67000.0,Facilities Management,3.0,4.0,Long,Divorced,High School,3.333333333333333,72.0,True,4.0,1.0,3.0,Highly Likely to Churn,1
915,Dallas,11.0,61000.0,Facilities Management,3.0,3.5,Medium,Married,High School,3.6666666666666665,72.0,True,5.0,2.0,2.7804985786920717,Moderately Likely to Churn,2
916,Los Angeles,3.0,72000.0,Research and Development,3.0,3.0,Long,Married,Bachelor,3.0,36.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
917,Philadelphia,4.0,70000.0,Accounting,3.0,3.5,Long,Divorced,Bachelor,3.333333333333333,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
918,New York,1.0,65000.0,IT Support,4.0,4.5,Short,Married,High School,4.333333333333333,64.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
919,Scranton,6.0,61000.0,Sales,5.0,4.0,Medium,Married,Bachelor,3.6666666666666665,36.0,True,2.0,0.0,2.0,Highly Likely to Churn,1
920,Boston,2.0,46500.0,Research and Development,2.0,2.7184050432935822,Short,Divorced,Bachelor,4.406849641169334,5.726498343799985,True,3.0107356715321925,0.0,2.972576329585088,Moderately Likely to Churn,2
921,Boston,3.0,56000.0,Accounting,4.0,4.0,Medium,Married,High School,4.0,32.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
922,Boston,5.0,65000.0,Product Management,4.0,3.0,Medium,Divorced,Bachelor,3.333333333333333,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
923,Philadelphia,5.0,72000.0,Operations,4.0,4.0,Medium,Married,Bachelor,3.333333333333333,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
924,San Francisco,12.0,73500.0,Marketing,5.0,4.5,Short,Married,High School,4.333333333333333,80.0,True,3.0,5.0,2.0,Highly Likely to Churn,1
925,Miami,11.0,53500.0,Sales,2.0,3.0,Short,Married,High School,3.333333333333333,48.0,True,4.0,3.0,3.0,Highly Likely to Churn,1
926,Scranton,7.0,69500.0,Sales,4.0,3.5,Medium,Married,Bachelor,3.0,24.0,True,3.0,2.0,2.0,Highly Likely to Churn,1
927,Chicago,7.0,61000.0,Accounting,1.0,3.0,Medium,Single,Bachelor,3.0,24.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
928,Philadelphia,3.0,60000.0,Research and Development,2.0,4.0,Short,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
929,Boston,12.0,80000.0,Sales,2.0,4.0,Long,Single,Master,3.333333333333333,24.0,True,4.0,4.0,3.0,Moderately Likely to Churn,2
930,Scranton,9.0,58500.0,Public Relations,3.0,4.5,Short,Married,High School,3.6666666666666665,30.0,True,4.0,2.0,3.0,Moderately Likely to Churn,2
931,Denver,11.0,60000.0,Quality Assurance,3.0,3.5,Short,Married,High School,3.0,80.0,True,3.0,5.0,2.0,Highly Likely to Churn,1
932,Boston,6.0,62500.0,Human Resources,5.0,3.5,Long,Single,Bachelor,3.333333333333333,24.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
933,Atlanta,7.0,76500.0,Public Relations,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,18.0,True,5.0,1.0,3.0,Highly Likely to Churn,1
934,Seattle,5.0,58500.0,Human Resources,2.0,4.5,Long,Married,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
935,Los Angeles,8.0,58500.0,Research and Development,1.0,4.0,Medium,Married,Bachelor,3.333333333333333,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
936,San Francisco,8.0,76500.0,Procurement,3.0,4.712463872976045,Long,Single,Bachelor,4.904118959769639,35.76849780729939,True,5.130837157693255,0.0,2.863631816235985,Moderately Likely to Churn,2
937,Miami,9.0,70500.0,Human Resources,2.0,4.321076231953992,Short,Married,Bachelor,2.933349724141244,17.14723208981325,True,3.9688089657425674,1.0,3.070097648110942,Highly Likely to Churn,1
938,Denver,4.0,63000.0,Human Resources,3.0,3.091971976609776,Long,Single,Bachelor,3.830275529833397,29.32636724996777,True,4.285736575703689,0.0,3.1556089960130715,Highly Likely to Churn,1
939,Scranton,7.0,53000.0,IT Support,3.0,3.0,Short,Married,Bachelor,3.0,30.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
940,Miami,4.0,67500.0,Sales,2.0,3.5,Medium,Married,Bachelor,3.6666666666666665,6.0,True,5.0,0.0,3.0,Highly Likely to Churn,1
941,Scranton,8.0,60000.0,Sales,5.0,4.5,Medium,Married,High School,4.0,88.0,True,3.0,2.0,3.0,Moderately Likely to Churn,2
942,Chicago,6.0,64000.0,Quality Assurance,2.0,3.5,Medium,Single,High School,3.333333333333333,40.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
943,Miami,4.0,62000.0,Sales,4.0,4.0,Long,Married,High School,4.0,72.0,False,4.0,0.0,4.0,Highly Likely to Churn,1
944,Boston,15.0,77500.0,Research and Development,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,36.0,True,4.0,7.0,2.0,Highly Likely to Churn,1
945,New York,8.0,78000.0,Research and Development,4.0,4.5,Short,Married,Bachelor,4.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
946,Scranton,4.0,52000.0,Public Relations,2.0,3.878870918422301,Long,Divorced,High School,3.49260268030374,31.629804784437813,True,3.107620068229882,0.0,3.1929284855717257,Highly Likely to Churn,1
947,Dallas,15.0,60500.0,Operations,5.0,4.5,Long,Divorced,Bachelor,4.333333333333333,18.0,True,4.0,7.0,3.0,Moderately Likely to Churn,2
948,Chicago,12.0,78000.0,Quality Assurance,2.0,4.0,Medium,Married,Bachelor,3.333333333333333,30.0,True,3.0,5.0,2.0,Highly Likely to Churn,1
949,New York,8.0,72500.0,Procurement,4.0,4.0,Short,Married,Bachelor,4.333333333333333,30.0,True,4.0,1.0,3.0,Moderately Likely to Churn,2
950,San Francisco,3.0,66500.0,Accounting,3.0,3.5,Short,Divorced,High School,3.0,64.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
951,Los Angeles,5.0,69000.0,Research and Development,3.0,3.5,Long,Married,High School,3.0,64.0,True,3.0,0.0,2.7804985786920717,Highly Likely to Churn,1
952,Scranton,2.0,49000.0,Facilities Management,3.0,3.5,Medium,Divorced,Bachelor,3.0,18.0,True,3.0,0.0,2.0,Highly Likely to Churn,1
953,Los Angeles,4.0,70000.0,IT Support,2.0,3.5,Short,Single,Bachelor,3.6666666666666665,30.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
954,Scranton,6.0,56000.0,IT Support,2.0,4.0,Medium,Single,High School,3.6666666666666665,88.0,True,4.0,0.0,2.7804985786920717,Moderately Likely to Churn,2
955,Dallas,4.0,62000.0,Marketing,4.0,4.0,Short,Divorced,Master,4.0,30.0,True,4.0,0.0,4.0,Slightly Likely to Churn,3
956,New York,3.0,70000.0,Operations,2.0,4.0,Long,Married,Bachelor,3.6666666666666665,24.0,True,0.0,0.0,4.0,Moderately Likely to Churn,2
957,Philadelphia,3.0,57000.0,Customer Service,1.0,3.5,Long,Married,Bachelor,3.333333333333333,36.0,True,5.0,0.0,3.0,Moderately Likely to Churn,2
958,San Francisco,3.0,68500.0,Facilities Management,3.0,4.435139636752119,Medium,Divorced,Bachelor,3.516650846028964,29.476262203111236,True,5.668755478397359,0.0,2.706112712007492,Moderately Likely to Churn,2
959,Los Angeles,8.0,68500.0,Legal,2.0,3.5,Medium,Married,Bachelor,3.333333333333333,18.0,True,4.0,0.0,2.0,Highly Likely to Churn,1
960,San Francisco,3.0,56500.0,Research and Development,4.0,3.5,Medium,Married,Bachelor,3.6666666666666665,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
961,Scranton,3.0,60500.0,Human Resources,3.0,4.0,Short,Single,Master,3.0,12.0,True,2.0,0.0,1.0,Highly Likely to Churn,1
962,Los Angeles,2.0,72500.0,Legal,5.0,4.0,Medium,Married,Bachelor,3.6666666666666665,30.0,True,3.0,0.0,3.0,Moderately Likely to Churn,2
963,Philadelphia,7.0,59500.0,Accounting,3.0,3.5,Long,Single,High School,3.0,88.0,True,3.0,0.0,1.0,Highly Likely to Churn,1
964,Boston,8.0,82500.0,Sales,2.0,3.5,Medium,Married,High School,3.0,32.0,True,2.0,1.0,2.0,Highly Likely to Churn,1
965,Dallas,6.0,50500.0,Procurement,4.0,3.5,Medium,Married,High School,4.333333333333333,48.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
966,Chicago,7.0,66500.0,Marketing,2.0,4.205656938408453,Long,Married,Bachelor,1.7342544897278818,24.240274149880484,True,4.220886695097755,1.0,3.255573921318861,Moderately Likely to Churn,2
967,Dallas,15.0,63500.0,Quality Assurance,2.0,4.5,Short,Married,Bachelor,3.333333333333333,36.0,True,3.0,7.0,3.0,Moderately Likely to Churn,2
968,Philadelphia,4.0,61500.0,Marketing,5.0,3.5,Medium,Single,Bachelor,3.333333333333333,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
969,Dallas,3.0,70000.0,Procurement,2.0,4.0,Short,Married,Bachelor,3.6666666666666665,24.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
970,Seattle,2.0,64000.0,Accounting,3.0,3.5,Long,Single,High School,3.0,56.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
971,Dallas,5.0,60000.0,Product Management,3.0,4.5,Long,Single,Bachelor,3.6666666666666665,6.0,True,2.0,0.0,2.0,Highly Likely to Churn,1
972,Scranton,10.0,57500.0,Facilities Management,4.0,4.0,Medium,Divorced,Bachelor,4.0,24.0,True,5.0,4.0,3.0,Moderately Likely to Churn,2
973,Atlanta,14.0,77500.0,Product Management,4.0,4.0,Long,Divorced,Master,3.0,12.0,True,3.0,8.0,2.0,Highly Likely to Churn,1
974,Miami,5.0,62500.0,Operations,3.0,3.5,Short,Divorced,Bachelor,3.0,36.0,True,4.0,0.0,4.0,Highly Likely to Churn,1
975,Philadelphia,10.0,77000.0,Accounting,2.0,3.0,Short,Single,Bachelor,3.0,12.0,True,4.0,1.0,2.0,Highly Likely to Churn,1
976,San Francisco,6.0,74000.0,Accounting,5.0,4.0,Short,Married,High School,3.6666666666666665,80.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
977,Chicago,15.0,70000.0,Customer Service,4.0,4.5,Short,Married,Bachelor,3.0,24.0,False,3.0,9.0,1.0,Highly Likely to Churn,1
978,Scranton,4.0,52000.0,Research and Development,3.0,3.5,Short,Single,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
979,Scranton,7.0,59000.0,Research and Development,4.0,4.0,Medium,Married,Bachelor,3.333333333333333,30.0,True,0.0,0.0,3.0,Moderately Likely to Churn,2
980,Denver,7.0,53500.0,Administration,3.0,3.173058936492291,Long,Married,High School,4.366345348169602,55.82112699497595,True,4.51937895814079,1.0,2.209608631656999,Highly Likely to Churn,1
981,San Francisco,7.0,66000.0,Facilities Management,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,24.0,True,3.0,1.0,2.0,Highly Likely to Churn,1
982,Denver,11.0,64500.0,Legal,3.0,4.0,Short,Married,Bachelor,3.6666666666666665,24.0,True,4.0,4.0,3.0,Highly Likely to Churn,1
983,Chicago,4.0,59500.0,Administration,3.0,4.0,Short,Single,High School,3.6666666666666665,80.0,True,4.0,0.0,3.0,Moderately Likely to Churn,2
